UTC Timestamp,Account Type,Device Type,Game Type,Match ID,Match Start Timestamp,Match End Timestamp,Map,Team,Match Outcome,Operator,Operator Skin,Execution,Skill,Score,Shots,Hits,Assists,Longest Streak,Kills,Deaths,Headshots,Executions,Suicides,Damage Done,Damage Taken,Armor Collected,Armor Equipped,Armor Destroyed,Ground Vehicles Used,Air Vehicles Used,Percentage Of Time Moving,Total XP,Score XP,Challenge XP,Match XP,Medal XP,Bonus XP,Misc XP,Accolade XP,Weapon XP,Operator XP,Clan XP,Battle Pass XP,Rank at Start,Rank at End,XP at Start,XP at End,Score at Start,Score at End,Prestige at Start,Prestige at End,Lifetime Wall Bangs,Lifetime Games Played,Lifetime Time Played,Lifetime Wins,Lifetime Losses,Lifetime Kills,Lifetime Deaths,Lifetime Hits,Lifetime Misses,Lifetime Near Misses,
2025-03-15 1:46,Battle.NET,pc,Hardpoint,1.25594E+19,2025-03-15 1:46,2025-03-15 1:57,Protocol,axis,loss,TORO,Undead Foot Clan,Hook & Slash,282,3435,510,126,6,4,23,26,6,0,0,2724,3154,0,0,0,0,0,97.35%,7341,7266,0,0,75,0,0,0,3460,7341,7341,7341,0,55,0,1160341,0,2097360,0,0,301,573,345515,307,265,13088,12644,70428,192641,177343,
2025-03-15 1:35,Battle.NET,pc,Hardpoint,1.54497E+18,2025-03-15 1:35,2025-03-15 1:42,Skyline,axis,loss,TORO,Undead Foot Clan,Hook & Slash,293,1545,257,66,5,4,9,13,0,0,0,1412,1511,0,0,0,0,0,96.15%,2132,2132,0,0,0,0,0,0,1352,2132,2132,2132,55,55,1153000,1155132,2093925,2093925,0,0,300,572,344973,307,264,13065,12618,70302,192278,177015,
2025-03-15 1:23,Battle.NET,pc,Hardpoint,9.73609E+18,2025-03-15 1:23,2025-03-15 1:34,Protocol,allies,loss,MARSHALL,Sandman,Hook & Slash,307,2890,428,90,5,4,14,27,4,0,0,1927,3162,0,0,0,0,0,98.62%,6692,6567,0,0,125,0,0,0,2220,6692,6692,6692,0,55,0,1159692,0,2092380,0,0,300,571,344732,307,263,13056,12605,70237,192102,176842,
2025-03-15 1:05,Battle.NET,pc,Control,6.026E+18,2025-03-15 1:05,2025-03-15 1:20,Vault,allies,loss,MARSHALL,Sandman,Hook & Slash,322,3145,544,138,8,4,22,30,3,0,0,3106,3326,0,0,0,0,0,97.18%,12264,12264,0,0,0,0,0,0,4550,12264,12264,12264,0,1,0,7478,0,2089490,0,0,299,570,344213,307,262,13042,12578,70153,191781,176593,
2025-03-14 1:25,Battle.NET,pc,Control,1.25879E+19,2025-03-14 1:25,2025-03-14 1:39,Protocol,axis,loss,TORO,Undead Foot Clan,Hook & Slash,326,3190,605,132,8,4,21,23,5,0,0,3063,3030,0,0,0,0,0,95.32%,11191,11191,0,0,0,0,0,0,5731,11191,11191,11191,0,1,0,5746,0,2086345,0,0,299,569,343475,307,261,13020,12548,70009,191407,176250,
2025-03-14 1:13,Battle.NET,pc,Control,1.07091E+19,2025-03-14 1:13,2025-03-14 1:23,Vault,allies,win,MARSHALL,Sandman,Hook & Slash,317,3135,430,107,5,5,19,11,4,0,0,2365,1572,0,0,0,0,0,95.29%,10162,10137,0,0,25,0,0,0,3800,10162,10162,10162,0,1,0,5966,0,2083155,0,0,298,568,342851,307,260,12999,12525,69867,190972,175859,
2025-03-14 0:57,Battle.NET,pc,Hardpoint,6.24997E+18,2025-03-14 0:57,2025-03-14 1:10,Hacienda,allies,win,MARSHALL,Sandman,Hook & Slash,318,4415,566,136,4,6,27,23,3,0,0,3049,2774,0,0,0,0,0,99.05%,10160,10085,0,0,75,0,0,0,3972,10160,10160,10160,55,55,1153000,1163160,2079620,2080020,0,0,298,567,342386,306,260,12980,12514,69757,190659,175606,
2025-03-14 0:44,Battle.NET,pc,Search and Destroy,9.66159E+18,2025-03-14 0:44,2025-03-14 0:56,Hacienda,axis,win,TORO,Undead Foot Clan,Hook & Slash,310,1335,242,54,1,4,10,4,1,0,0,1305,663,0,0,0,0,0,77.26%,11580,11180,0,0,400,0,0,0,5600,11580,11580,11580,0,1,0,6640,0,2075605,0,0,297,566,341741,305,260,12953,12491,69608,190285,175245,
2025-03-14 0:32,Battle.NET,pc,Hardpoint,3.13317E+18,2025-03-14 0:32,2025-03-14 0:42,Skyline,axis,win,TORO,Undead Foot Clan,Hook & Slash,303,3995,476,147,9,6,25,18,1,0,0,2969,2274,0,0,0,0,0,98.08%,8473,8423,0,0,50,0,0,0,3532,8473,8473,8473,0,55,0,1161473,0,2074270,0,0,296,565,341361,304,260,12943,12487,69545,190115,175078,
2025-03-14 0:20,Battle.NET,pc,Hardpoint,9.60982E+17,2025-03-14 0:20,2025-03-14 0:30,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,298,4565,507,163,9,4,28,21,5,0,0,3456,2402,0,0,0,0,0,98.98%,9453,9453,0,0,0,0,0,0,4660,9453,9453,9453,0,55,0,1162453,0,2070275,0,0,295,564,340881,303,260,12918,12469,69400,189794,174748,
2025-03-14 0:08,Battle.NET,pc,Control,1.36055E+19,2025-03-14 0:08,2025-03-14 0:18,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,289,3195,429,108,4,8,24,14,4,0,0,2570,1990,0,0,0,0,0,93.18%,10859,10784,0,0,75,0,0,0,5575,10859,10859,10859,55,1,1153000,6804,2065610,2065710,0,0,291,563,340379,302,260,12890,12448,69236,189469,174399,
2025-03-13 23:53,Battle.NET,pc,Search and Destroy,1.52093E+19,2025-03-13 23:53,2025-03-14 0:06,Protocol,allies,win,MARSHALL,Sandman,Hook & Slash,294,1050,187,35,3,2,6,7,2,0,0,1092,1086,0,0,0,0,0,72.39%,9477,9477,0,0,0,0,0,0,4050,9477,9477,9477,55,1,1153000,5537,2062315,2062515,0,0,291,562,339910,301,260,12866,12434,69119,189177,174154,
2025-03-13 23:36,Battle.NET,pc,Hardpoint,1.1938E+19,2025-03-13 23:36,2025-03-13 23:50,Red Card,allies,loss,MARSHALL,Sandman,Hook & Slash,312,4210,698,154,13,3,18,29,6,0,0,3266,3597,0,0,0,0,0,98.46%,9392,9392,0,0,0,0,0,0,3756,9392,9392,9392,0,55,0,1162392,0,2061465,0,0,291,561,339480,300,260,12860,12427,69078,189041,174040,
2025-03-13 2:54,Battle.NET,pc,Hardpoint,3.66747E+18,2025-03-13 2:54,2025-03-13 3:07,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,304,4655,829,208,8,4,32,26,5,0,0,4176,3196,0,0,0,0,0,95.43%,10273,10273,0,0,0,0,0,0,4062,10273,10273,10273,55,55,1153000,1163273,2057255,2057255,0,0,291,560,338749,300,259,12842,12398,68925,188526,173561,
2025-03-13 2:34,Battle.NET,pc,Search and Destroy,1.23496E+19,2025-03-13 2:34,2025-03-13 2:52,Hacienda,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,315,915,252,51,2,2,7,10,1,0,0,1049,1260,0,0,0,0,0,61.14%,10963,10913,0,0,50,0,0,0,4500,10963,10963,10963,55,1,1153000,5688,2052600,2052600,0,0,289,559,338101,299,259,12810,12372,68719,187916,173079,
2025-03-13 2:18,Battle.NET,pc,Hardpoint,7.87934E+18,2025-03-13 2:18,2025-03-13 2:31,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,311,5080,673,188,12,3,29,27,3,0,0,4104,3133,0,0,0,0,0,99.39%,11252,11227,0,0,25,0,0,0,5110,11252,11252,11252,0,55,0,1164252,0,2051685,0,0,288,558,337451,299,258,12803,12362,68668,187724,172918,
2025-03-13 2:05,Battle.NET,pc,Control,1.5603E+19,2025-03-13 2:05,2025-03-13 2:16,Vault,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,316,2100,470,93,1,3,18,18,0,0,0,1955,2247,0,0,0,0,0,95.13%,8674,8599,0,0,75,0,0,0,3272,8674,8674,8674,55,1,1153000,5175,2046590,2046605,0,0,288,557,336778,298,258,12774,12335,68480,187274,172496,
2025-03-13 1:50,Battle.NET,pc,Hardpoint,1.80735E+19,2025-03-13 1:50,2025-03-13 2:03,Skyline,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,306,5065,714,182,9,7,36,29,6,0,1,4023,3653,0,0,0,0,0,99.09%,9956,9771,0,0,185,0,0,0,4656,9956,9956,9956,0,55,0,1162956,0,2044505,0,0,287,556,336306,298,257,12756,12317,68386,186917,172211,
2025-03-13 1:40,Battle.NET,pc,Search and Destroy,8.05929E+18,2025-03-13 1:40,2025-03-13 1:49,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,309,450,122,20,1,2,4,5,0,0,0,642,630,0,0,0,0,0,69.82%,5978,5903,0,0,75,0,0,0,2200,5978,5978,5978,55,0,1153000,3873,2039340,2039440,0,0,286,555,335635,298,256,12720,12288,68200,186403,171746,
2025-03-13 1:25,Battle.NET,pc,Hardpoint,7.10712E+18,2025-03-13 1:25,2025-03-13 1:38,Red Card,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,306,4525,723,155,8,5,29,25,6,0,0,3333,3293,0,0,0,0,0,99.22%,9446,9346,0,0,100,0,0,0,4475,9446,9446,9446,0,55,0,1162446,0,2038990,0,0,285,554,335383,297,256,12716,12283,68170,186316,171649,
2025-03-12 0:48,Battle.NET,pc,Hardpoint,1.67611E+19,2025-03-12 0:48,2025-03-12 0:57,Vault,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,296,3795,460,138,4,4,30,22,5,0,0,3117,2979,0,0,0,0,0,99.76%,7184,6999,0,0,185,0,0,0,3980,7184,7184,7184,0,55,0,1160184,0,2034465,0,0,284,553,334724,297,255,12687,12258,68009,185771,171176,
2025-03-12 0:36,Battle.NET,pc,Hardpoint,1.65941E+19,2025-03-12 0:36,2025-03-12 0:47,Hacienda,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,304,3280,588,132,4,5,21,24,5,0,0,2686,2580,0,0,0,0,0,97.95%,7318,7243,0,0,75,0,0,0,3132,7318,7318,7318,55,55,1153000,1160318,2030670,2030670,0,0,283,552,334298,297,254,12657,12236,67871,185467,170874,
2025-03-12 0:22,Battle.NET,pc,Hardpoint,1.64565E+19,2025-03-12 0:22,2025-03-12 0:33,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,296,5820,644,169,11,7,33,20,4,0,0,3548,2674,0,0,0,0,0,98.90%,11695,11545,0,0,150,0,0,0,5372,11695,11695,11695,55,55,1153000,1164695,2027390,2027390,0,0,282,551,333750,297,253,12636,12212,67740,185038,170456,
2025-03-11 2:43,Battle.NET,pc,Control,8.35618E+18,2025-03-11 2:43,2025-03-11 2:55,Vault,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,297,2810,367,98,3,3,19,19,4,0,0,2303,2375,0,0,0,0,0,98.30%,10249,9784,0,0,465,0,0,0,3290,10249,10249,10249,55,1,1153000,7848,2021270,2021570,0,0,281,550,333182,296,253,12603,12192,67573,184581,170064,
2025-03-11 2:25,Battle.NET,pc,Hardpoint,1.64746E+19,2025-03-11 2:25,2025-03-11 2:38,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,285,6275,778,225,10,9,44,29,7,0,1,4782,3645,0,0,0,0,0,98.69%,12048,11973,0,0,75,0,0,0,5484,12048,12048,12048,0,55,0,1165048,0,2018760,0,0,281,549,332632,295,253,12584,12173,67476,184337,169854,
2025-03-11 2:11,Battle.NET,pc,Hardpoint,1.4745E+19,2025-03-11 2:11,2025-03-11 2:23,Hacienda,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,275,5105,588,169,8,5,33,19,10,0,0,3476,2640,0,0,0,0,0,99.03%,10455,10330,0,0,125,0,0,0,5030,10455,10455,10455,0,55,0,1163455,0,2012485,0,0,278,548,332005,294,253,12540,12144,67244,183816,169360,
2025-03-11 1:57,Battle.NET,pc,Hardpoint,8.86244E+18,2025-03-11 1:57,2025-03-11 2:08,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,269,6020,710,195,13,7,36,22,6,0,0,4309,3026,0,0,0,0,0,96.60%,11379,11279,0,0,100,0,0,0,4864,11379,11379,11379,55,55,1153000,1164379,2006880,2007380,0,0,277,547,331376,293,253,12507,12125,67075,183418,168974,
2025-03-11 1:42,Battle.NET,pc,Hardpoint,3.79299E+18,2025-03-11 1:42,2025-03-11 1:55,Vault,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,257,4985,728,191,7,3,34,26,8,0,0,4008,3121,0,0,0,0,0,98.07%,10496,10496,0,0,0,0,0,0,4790,10496,10496,10496,0,55,0,1163496,0,2001360,0,0,275,546,330804,292,253,12471,12103,66870,182943,168525,
2025-03-11 1:29,Battle.NET,pc,Hardpoint,5.1467E+18,2025-03-11 1:29,2025-03-11 1:40,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,248,5120,563,178,11,5,28,20,3,0,0,3668,2609,0,0,0,0,0,98.11%,10617,10417,0,0,200,0,0,0,5012,10617,10617,10617,55,55,1153000,1163617,1996375,1996375,0,0,275,545,330116,291,253,12437,12077,66675,182437,168045,
2025-03-11 1:19,Battle.NET,pc,Search and Destroy,8.90454E+18,2025-03-11 1:19,2025-03-11 1:28,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,235,1315,165,46,0,10,12,3,1,0,0,1119,610,0,0,0,0,0,73.36%,10813,10813,0,0,0,0,0,0,6150,10813,10813,10813,55,0,1153000,3508,1991155,1991255,0,0,275,544,329574,290,253,12409,12057,66502,182075,167658,
2025-03-11 1:06,Battle.NET,pc,Hardpoint,2.38582E+18,2025-03-11 1:06,2025-03-11 1:16,Hacienda,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,223,4855,498,155,6,7,33,13,4,0,0,3166,2340,0,0,0,0,0,98.20%,10022,9852,0,0,170,0,0,0,4852,10022,10022,10022,0,55,0,1163022,0,1989940,0,0,275,543,329283,289,253,12397,12054,66452,181968,167560,
2025-03-11 0:48,Battle.NET,pc,Search and Destroy,1.50167E+19,2025-03-11 0:48,2025-03-11 1:04,Vault,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,235,1145,223,64,3,2,8,10,3,0,0,1391,1147,0,0,0,0,0,63.44%,10108,10083,0,0,25,0,0,0,4700,10108,10108,10108,55,1,1153000,5508,1984970,1985085,0,0,275,542,328762,288,253,12364,12041,66298,181647,167235,
2025-03-11 0:35,Battle.NET,pc,Control,1.55471E+19,2025-03-11 0:35,2025-03-11 0:46,Protocol,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,227,3310,410,118,3,8,25,17,2,0,0,2522,2142,0,0,0,0,0,95.14%,11372,11347,0,0,25,0,0,0,5375,11372,11372,11372,55,1,1153000,6767,1983940,1983940,0,0,275,541,328247,288,252,12356,12031,66231,181499,167086,
2025-03-11 0:17,Battle.NET,pc,Search and Destroy,6.62177E+18,2025-03-11 0:17,2025-03-11 0:32,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,223,1130,176,27,1,3,9,7,2,0,0,1159,932,0,0,0,0,0,55.32%,11075,11000,0,0,75,0,0,0,4600,11075,11075,11075,55,1,1153000,5635,1980630,1980630,0,0,275,540,327746,287,252,12331,12014,66116,181229,166853,
2025-03-11 0:02,Battle.NET,pc,Control,1.04627E+19,2025-03-11 0:02,2025-03-11 0:16,Protocol,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,232,3135,484,128,6,4,22,27,1,0,0,2837,3167,0,0,0,0,0,96.09%,12367,12342,0,0,25,0,0,0,6175,12367,12367,12367,0,1,0,6497,0,1979500,0,0,275,539,327224,286,252,12322,12007,66064,181117,166743,
2025-03-10 23:55,Battle.NET,pc,Free-for-all,9.36956E+18,2025-03-10 23:55,2025-03-11 0:01,Babylon,none,loss,WEAVER,Timber,Hook & Slash,0,46,457,93,3,18,46,8,10,0,0,4353,1162,0,0,0,0,0,70.95%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-03-10 4:06,Battle.NET,pc,Hardpoint,3.36281E+18,2025-03-10 4:06,2025-03-10 4:21,Vault,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,240,4860,773,190,11,5,30,32,5,0,0,4206,3692,0,0,0,0,0,99.32%,10496,10371,0,0,125,0,0,0,4760,10496,10496,10496,55,55,1153000,1163496,1976365,1976365,0,0,274,538,326610,286,251,12300,11980,65931,180782,166415,
2025-03-10 3:52,Battle.NET,pc,Hardpoint,1.08313E+19,2025-03-10 3:52,2025-03-10 4:04,Hacienda,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,253,2600,538,113,5,3,16,26,1,0,0,2443,3074,0,0,0,0,0,98.94%,6756,6706,0,0,50,0,0,0,2700,6756,6756,6756,0,55,0,1159756,0,1971505,0,0,274,537,325854,286,250,12270,11948,65750,180217,165941,
2025-03-10 3:33,Battle.NET,pc,Search and Destroy,1.25916E+19,2025-03-10 3:33,2025-03-10 3:51,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,255,1405,362,74,5,2,8,7,2,0,0,1896,1118,0,0,0,0,0,76.86%,13670,13670,0,0,0,0,0,0,5700,13670,13670,13670,55,1,1153000,8555,1968640,1968905,0,0,274,536,325275,286,249,12254,11922,65634,179830,165602,
2025-03-10 3:16,Battle.NET,pc,Control,1.59362E+19,2025-03-10 3:16,2025-03-10 3:31,Vault,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,256,2960,537,127,3,2,22,23,3,0,0,2568,3070,0,0,0,0,0,97.13%,11001,10951,0,0,50,0,0,0,4040,11001,11001,11001,0,1,0,6905,0,1967500,0,0,274,535,324617,285,249,12246,11915,65551,179567,165381,
2025-03-10 2:58,Battle.NET,pc,Control,1.209E+17,2025-03-10 2:58,2025-03-10 3:12,Vault,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,245,3745,542,123,5,5,24,18,4,0,0,2607,2402,0,0,0,0,0,93.86%,12930,12905,0,0,25,0,0,0,4692,12930,12930,12930,55,1,1153000,8340,1964315,1964540,0,0,271,534,323963,285,248,12224,11892,65426,179186,165085,
2025-03-10 2:32,Battle.NET,pc,Hardpoint,1.62319E+19,2025-03-10 2:32,2025-03-10 2:47,Hacienda,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,238,5745,807,182,9,5,33,30,8,0,0,4049,4005,0,0,0,0,0,97.91%,11187,11162,0,0,25,0,0,0,5220,11187,11187,11187,55,55,1153000,1164187,1960570,1960795,0,0,270,533,323352,284,248,12200,11874,65294,178792,164769,
2025-03-10 2:13,Battle.NET,pc,Control,1.35091E+19,2025-03-10 2:13,2025-03-10 2:30,Vault,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,229,4155,670,155,7,7,29,20,7,0,0,3510,3090,0,0,0,0,0,95.70%,14857,14807,0,0,50,0,0,0,5630,14857,14857,14857,0,1,0,8326,0,1955050,0,0,269,532,322570,284,247,12167,11844,65102,178210,164248,
2025-03-07 4:26,Battle.NET,pc,Hardpoint,1.31597E+19,2025-03-07 4:26,2025-03-07 4:38,Skyline,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,230,4685,634,180,10,4,29,28,5,0,0,3698,3177,0,0,0,0,0,94.57%,9041,8991,0,0,50,0,0,0,4036,9041,9041,9041,55,55,1153000,1162041,1950895,1950895,0,0,268,531,321818,283,247,12138,11824,64934,177736,163835,
2025-03-07 4:10,Battle.NET,pc,Hardpoint,2.45915E+18,2025-03-07 4:10,2025-03-07 4:23,Protocol,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,240,4155,538,138,6,4,28,33,5,0,0,2994,4076,0,0,0,0,0,99.84%,10191,10166,0,0,25,0,0,0,4270,10191,10191,10191,55,55,1153000,1163191,1946210,1946210,0,0,268,530,321196,283,246,12109,11796,64755,177299,163421,
2025-03-07 3:54,Battle.NET,pc,Control,1.14476E+19,2025-03-07 3:54,2025-03-07 4:08,Protocol,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,240,4040,507,127,9,5,25,23,6,0,0,2808,2901,0,0,0,0,0,91.84%,13924,13799,0,0,125,0,0,0,6675,13924,13924,13924,55,1,1153000,7892,1941930,1942055,0,0,267,529,320541,282,246,12081,11763,64617,176936,163107,
2025-03-07 3:38,Battle.NET,pc,Hardpoint,1.07397E+18,2025-03-07 3:38,2025-03-07 3:52,Red Card,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,237,5065,740,200,10,4,30,29,4,0,0,4244,3692,0,0,0,0,0,97.58%,11807,11732,0,0,75,0,0,0,4900,11807,11807,11807,0,55,0,1164807,0,1938015,0,0,267,528,319879,281,246,12056,11740,64482,176590,162769,
2025-03-07 3:23,Battle.NET,pc,Search and Destroy,8.24723E+18,2025-03-07 3:23,2025-03-07 3:36,Protocol,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,248,815,233,47,2,2,5,7,0,0,0,1204,1111,0,0,0,0,0,65.38%,8440,8415,0,0,25,0,0,0,3850,8440,8440,8440,55,1,1153000,4665,1932850,1932950,0,0,265,527,319162,280,246,12026,11711,64284,176072,162304,
2025-03-07 3:10,Battle.NET,pc,Hardpoint,7.89874E+18,2025-03-07 3:10,2025-03-07 3:21,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,248,4515,695,161,14,4,22,23,2,0,0,3496,2924,0,0,0,0,0,96.44%,9440,9340,0,0,100,0,0,0,3736,9440,9440,9440,0,55,0,1162440,0,1932135,0,0,265,526,318730,280,245,12021,11704,64232,175902,162152,
2025-03-07 2:52,Battle.NET,pc,Search and Destroy,1.19231E+19,2025-03-07 2:52,2025-03-07 3:09,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,251,1050,181,42,2,4,7,7,1,0,0,1048,870,0,0,0,0,0,69.06%,12313,11838,0,0,475,0,0,0,4225,12313,12313,12313,0,1,0,6583,0,1927620,0,0,265,525,318184,279,245,11999,11681,64071,175379,161675,
2025-03-07 2:37,Battle.NET,pc,Hardpoint,7.47148E+18,2025-03-07 2:37,2025-03-07 2:50,Hacienda,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,269,3245,534,137,5,5,21,27,6,0,0,2976,3336,0,0,0,0,0,99.69%,8527,8402,0,0,125,0,0,0,3200,8527,8527,8527,0,55,0,1161527,0,1926570,0,0,265,524,317558,278,245,11992,11674,64023,175261,161584,
2025-03-07 2:19,Battle.NET,pc,Control,1.65054E+19,2025-03-07 2:19,2025-03-07 2:35,Vault,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,285,2560,541,134,3,3,19,26,3,0,0,2973,3017,0,0,0,0,0,98.41%,10563,10438,0,0,125,0,0,0,3360,10563,10563,10563,55,1,1153000,6502,1923325,1923325,0,0,265,523,316902,277,245,11971,11647,63885,174892,161213,
2025-03-07 2:06,Battle.NET,pc,Hardpoint,1.2572E+19,2025-03-07 2:06,2025-03-07 2:17,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,280,3600,530,147,4,4,25,22,5,0,0,3145,2804,0,0,0,0,0,98.94%,8695,8620,0,0,75,0,0,0,3620,8695,8695,8695,55,55,1153000,1161695,1920765,1920765,0,0,265,522,316185,277,244,11952,11621,63752,174514,160866,
2025-03-07 1:48,Battle.NET,pc,Control,1.2359E+19,2025-03-07 1:48,2025-03-07 2:04,Protocol,allies,win,COMPETITOR,Gold Competitor,Hook & Slash,270,4165,569,148,5,5,33,23,9,0,0,3929,2949,0,0,0,0,0,95.87%,14421,14296,0,0,125,0,0,0,7200,14421,14421,14421,0,1,0,7820,0,1917165,0,0,265,521,315606,276,244,11927,11599,63605,174155,160508,
2025-03-07 1:35,Battle.NET,pc,Hardpoint,5.64084E+18,2025-03-07 1:35,2025-03-07 1:46,Skyline,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,273,4055,716,181,10,4,27,26,10,0,0,3827,3520,0,0,0,0,0,97.56%,7843,7743,0,0,100,0,0,0,3808,7843,7843,7843,55,55,1153000,1160843,1913000,1913000,0,0,265,520,314901,275,244,11894,11576,63422,173796,160096,
2025-03-05 5:00,Battle.NET,pc,Hardpoint,1.14964E+19,2025-03-05 5:00,2025-03-05 5:12,Protocol,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,283,4955,582,147,12,4,23,31,5,0,0,3310,3360,0,0,0,0,0,98.88%,9832,9757,0,0,75,0,0,0,4042,9832,9832,9832,0,55,0,1162832,0,1908945,0,0,264,519,314314,275,243,11867,11550,63241,173270,159636,
2025-03-05 4:44,Battle.NET,pc,Hardpoint,1.64287E+19,2025-03-05 4:44,2025-03-05 4:58,Vault,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,296,5475,632,175,21,3,23,31,1,0,0,3872,3798,0,0,0,0,0,96.47%,11526,11476,0,0,50,0,0,0,5260,11526,11526,11526,55,55,1153000,1164526,1903740,1903990,0,0,263,518,313673,275,242,11844,11519,63098,172866,159263,
2025-03-05 4:29,Battle.NET,pc,Hardpoint,5.04014E+18,2025-03-05 4:29,2025-03-05 4:43,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,289,5030,668,162,9,11,34,26,8,0,0,3636,3156,0,0,0,0,0,98.51%,11482,11357,0,0,125,0,0,0,5252,11482,11482,11482,0,55,0,1164482,0,1898515,0,0,262,517,312979,274,242,11821,11488,62925,172438,158845,
2025-03-05 4:14,Battle.NET,pc,Hardpoint,4.20198E+18,2025-03-05 4:14,2025-03-05 4:27,Skyline,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,283,5085,649,188,13,5,33,28,7,0,0,3953,3486,0,0,0,0,0,98.60%,10684,10534,0,0,150,0,0,0,4782,10684,10684,10684,0,55,0,1163684,0,1893485,0,0,259,516,312284,273,242,11787,11462,62761,171957,158424,
2025-03-05 3:57,Battle.NET,pc,Search and Destroy,1.23428E+19,2025-03-05 3:57,2025-03-05 4:13,Protocol,allies,loss,COMPETITOR,Gold Competitor,Hook & Slash,274,1390,203,35,1,8,10,7,1,0,0,1045,1183,0,0,0,0,0,60.76%,12921,12171,0,0,750,0,0,0,5875,12921,12921,12921,55,1,1153000,6451,1888200,1888400,0,0,256,515,311626,272,242,11754,11434,62570,171522,158014,
2025-03-05 3:44,Battle.NET,pc,Hardpoint,1.3035E+19,2025-03-05 3:44,2025-03-05 3:55,Vault,axis,loss,COMPETITOR,Gold Competitor,Hook & Slash,277,3030,566,141,4,5,21,26,5,0,0,2976,3270,0,0,0,0,0,97.66%,6802,6702,0,0,100,0,0,0,2810,6802,6802,6802,55,55,1153000,1159802,1887010,1887010,0,0,256,514,311070,272,241,11744,11427,62521,171371,157917,
2025-02-20 4:01,Battle.NET,pc,Hardpoint,1.11257E+19,2025-02-20 4:01,2025-02-20 4:12,Hacienda,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,279,3095,473,140,5,4,20,20,1,0,0,3091,2343,0,0,0,0,0,98.62%,8398,8348,0,0,50,0,0,0,3220,8398,8398,8398,55,55,1153000,1161398,1883880,1883980,0,0,256,513,310546,272,240,11723,11401,62381,170970,157523,
2025-02-20 3:47,Battle.NET,pc,Hardpoint,1.51077E+19,2025-02-20 3:47,2025-02-20 3:59,Protocol,axis,win,COMPETITOR,Gold Competitor,Hook & Slash,282,3725,455,122,7,4,22,25,4,0,0,2912,2752,0,0,0,0,0,100.00%,8790,8545,0,0,245,0,0,0,3520,8790,8790,8790,0,55,0,1161790,0,1880885,0,0,255,512,309955,271,240,11703,11381,62241,170662,157206,
